query_id,query_text,doc_id,business_name,stars,sentiment,review_text,source_systems,label,notes
Q006,fresh sushi great fish,Ioxzs5KtRfQoaA5qq00mzg,Phillips Bar & Restaurant,5.0,positive,"This is a fun place if you can find it! I went there with my daughter and her friends after they worked out at Tulane. We ate at the bar. I think most had the quesadillas, which I tried. It was great! I had the fish tacos and they were perfectly crunchy. The service was great. We were in a hurry so that's all we had, but I'd go back.",tfidf,,
Q006,fresh sushi great fish,JHSEc2Y5EE02-Fc200BgYA,Sakana Japanese Sushi Bar & Grill,4.0,positive,Nice new place! Sushi and sashimi for 1 was fantastic!  Veggie bento was awesome and the black dragon and caterpillar rolls were great! Very fresh fish! Not too much rice on the rolls!,bm25,,
Q006,fresh sushi great fish,NwH53VT-A22eSsZRSvsuUA,O-toro,2.0,negative,"The service was sub-par and so was the food. We sat at the sushi bar and instead of seeing the fresh fish through the little window, there was a box of gloves and some random plates. The sushi was not the freshest.",bm25,,
Q006,fresh sushi great fish,O_PJOehVtXJo-YDkRQMn8A,Shumai Wok,4.0,positive,"This is the only Chinese food i get in Lower Bucks, its great. Delivery service is super quick AND they offer sushi too. Great place, we dont go anywhere else.",tfidf,,
Q006,fresh sushi great fish,RVEtrvgkc7B3_b86n6GxIA,JJ Sushi,5.0,positive,Great fresh sushi. One of the best in town. The only bad thing is their website is pretty much non existent so you can order online or anything,tfidf,,
Q006,fresh sushi great fish,aeWSzM9VFoYVcrZkr44m6w,Royal Sushi & Bar,4.0,positive,very convenient; nice atmosphere; very good service; appropriate pricing; very accommodating; a good place for fresh sushi.,tfidf,,
Q006,fresh sushi great fish,ahg9FIjYYMPL5hUlYx6s-A,Ohana Sushi,5.0,positive,"This place is amazing, best sushi joint! Great service, fish is so fresh, delicious rolls and nigiri. Our new go to sushi joint.",bm25,,
Q006,fresh sushi great fish,bNiAUc6SxeDNw0D_HSr8IQ,Makiman Sushi,5.0,positive,"This is possibly my favorite sushi place in Philly. The ambiance isn't awesome, but the service is attentive, and the food is great. They have a bunch of interesting/creative rolls, and the fish is fresh and tasty. Plus the rolls are pretty large.",bm25,,
Q006,fresh sushi great fish,c6rMYIbUh6Ll_PyjgtYQaA,Jumbo Buffet,3.0,neutral,Good variety of Asian food including fresh sushi and Seafood. Priced right. Not overly salty. Fast and convenient. Always has the neighborhood smelling delicious!,tfidf,,
Q006,fresh sushi great fish,eaJN_PmIsKn3F3m3BcHD6g,Umi Japanese Cuisine,4.0,positive,"Great, fresh Sushi and a nice setting. Also, you can create your own rolls if you want. The Godzilla roll is delicious!!!",tfidf,,
Q006,fresh sushi great fish,fL_Inm_BWOKGOsDPIPjZvA,Samurai Sushi,3.0,neutral,"Samurai Sushi is not what I expected. I am a huge sushi eater and decided to try this place based on the tremendous reviews. The inside is very small so expect to wait. It doesnt remind me of a typical sushi place; it is a bit warm and outdated. However, the sushi was not bad. The prices were extremely reasonable and the fish tasted relatively fresh. Rating is based on comparison to other sushi restaurants and quality of sushi. I would go back here for a a safe sushi dinner option.",bm25,,
Q006,fresh sushi great fish,gokfi2ZpCxDomJ6fJsnVSw,Kei Sushi,5.0,positive,"We have been searching for a good sushi place in Reno for awhile.  Looking at pictures, seeing what looks like creative and fresh pairings.  Kei Sushi did a great job. Had the standard sushi offerings and the creative unique ones as well.  Fish was fresh.  Price was right.  All you can eat was offered.  Sushi bar area was large as well as dining room table area.  Overall we had a great time. Service was on par with Reno.",bm25,,
Q006,fresh sushi great fish,hyX9ph2z5uxCtDS1sFSqzw,Jazz Sushi Bar,5.0,positive,"Great sushi find in New Orleans. Fresh, tasty dishes and super friendly owners. Rainbow roll and cucumber salad delicious!  Don't be fooled by the food court location, very good quality fish. Highly recommend.",bm25,,
Q006,fresh sushi great fish,mZ3C3dvFzTWDPWFxlN3JFw,The Tamale Place,4.0,positive,We were in town for the weekend and stopped by. We had the spicy pork tamales which were great and the fish tamales which were ok .  Good service but they need more space.,tfidf,,
Q006,fresh sushi great fish,o6zT5K3jHwoV-Gznqawfiw,Ichiban Japanese Steak House,5.0,positive,We really loved Raffy as our sushi chef. He listened to what we liked and came up with some beautiful and yummy rolls. There was a filet mignon roll that was excellent too. The all you can eat sushi is a great way to try lots of variety. Thanks for all the fresh ginger Raffy!,tfidf,,
Q006,fresh sushi great fish,oPq0CK459M36nl5FobH-9A,Oh Yoko!,5.0,positive,"Some of the best sushi I have had in America. Very authentic except for specialty rolls, which were great, but are very westernized. The fish is very fresh, preparation and presentation were picture perfect. Special appetizer was whole fish (type of yellowtail, aji) served whole and sliced perfectly and served with special sauce and fresh wasabi. The soy sauce and Ginger dressing are made in house and you can taste the difference!
Not cheap but well worth it!
The owner and staff are very friendly. Bring your own sake or wine.",bm25,,
Q006,fresh sushi great fish,xwqnJVkgmBgcBzbicghfPg,Sushi Teri House,5.0,positive,Great value. We love Sushi Teri downtown for family dinner nights with our teenage daughters.  I love the Mike 2 roll that is an incredible value considering the generous amount of fresh sashimi grade fish in it.  We also love their Tempura Udon.  My younger daughter likes to get the kids meal with chicken terrify and rice and salad.   We have always had a great service.  The people are friendly and helpful. I think the best sushi value in town!,bm25,,
Q006,fresh sushi great fish,z87SG5r7HLbiOy6P0pmmxA,Sakana Sushi,3.0,neutral,The sushi was great but the location is not and the customer service was alright because the waitresses and waiters seem very forced in trying to be nice. I recommend Tokyo sushi. Their sushi is better and the customer service is better too.,tfidf,,
Q007,amazing pasta authentic italian,-Xdi4B2Iok49NB_CwErkhw,Zio's Italian Market,5.0,positive,What's not to like? Authentic Italian food at dirt cheap prices. The canolis are out of this world!,tfidf+bm25,,
Q007,amazing pasta authentic italian,5h7P1_MNe5MLfQ_eTTB_FQ,Mama Yolanda's Italian Restaurant,4.0,positive,"Classic Italian food in an authentic, old-school restaurant setting.  We had great appetizers, terrific pasta and a great fillet special. The walls and decor in this place are just dripping with originality and history.  Cute little bar in the back as well.  If you're expecting white gloves, Zagat-rated cuisine, don't bother coming.  But if you want a great meal from a true south philly Italian restaurant, check it out.",bm25,,
Q007,amazing pasta authentic italian,DSICEi236BNxLsb6fjP-iw,Da Sesto Italiano Ristorante e Vino,5.0,positive,"The food was excellent...homemade pasta with authentic Italian bolagnese sauce! The servers and staff were very friendly and attentive. The atmosphere reminded of restaurants we've been to in Italy. 

I love the place so much we're going back with some friends this weekend.....

So we were back again this weekend and got great food and superb service from our waitress Salvatrese. She was an excellent server....she explained all the specials, was very friendly and brought our food out in a timely but unrushed fashion. This will now be our go to Italian restaurant. And we will always request Sal !!",tfidf+bm25,,
Q007,amazing pasta authentic italian,XRnBI_p6CLAhx-s-H26F0Q,Mad Mario's Italian Deli,4.0,positive,"Mad ""Props"" to Mad Mario's!

The hot sandwiches are amazing!! I've had the Chicken Parmigiana, the Italian and the Meatball. All were great, hot, and tasty!
The sides are very good as well. I recommend the House Pasta salad and the Pesto Pasta salad!
The service was good and we were lucky that we arrived before the lunch rush as it filled up quickly about 10 minutes after we sat down. Seating can get limited around 12 noon and a good idea might be some patio seating as the weather gets warmer.
Try it!!!",bm25,,
Q007,amazing pasta authentic italian,dCWCxqH82f4J-bXy4lS4FA,Allegria Italiana,4.0,positive,"If you are looking for authentic Italian food, this is a great choice. The pasta is all home made and the prices are reasonable. I had the chicken parmigiana and it was fantastic, a TON of food. They had live music playing when we were there which was a nice touch.  We will be back!",tfidf+bm25,,
Q007,amazing pasta authentic italian,g-sNapzoZMlmEuviQqXXag,Caffe Milano,5.0,positive,This is our favorite Restaurant in Tucson. My wife and I have been coming here for years. Great authentic Italian food served by a true Italian Family.  They are so kind and always greet us with a smile and hug every time we dine there.  Want to impress someone? Take them here,tfidf,,
Q007,amazing pasta authentic italian,hwpnqUHHuqB9VrPeOblGjA,Lou Boccardi's Restaurant,2.0,negative,"We were excited to try the ""Authentic Italian Menu,"" but we were mislead by some of the menu descriptions.  Gnocchi was listed under the Seafood portion of the menu, supposedly including shrimp.  Our dish came out and the shrimps were actually the tiny salad shrimps you would find at Sam's Club, and the shrimps weren't even cleaned/deveined.  We had to scour for the shrimp in the pool of cold gnocchi since there were so few--this is barely considered seafood.  Carbonara dish was bland but nothing a little bit of salt and pepper couldn't fix.  Service was okay and the owner (?) did make an effort for serve us quickly with the restaurant taking care of two ""large"" tables.  Bread was offered towards the middle of our meal and not in the beginning as most restaurants have the courtesy of doing. A 6"" baguette and small packages of butter is not necessarily what I would consider authentic Italian.",tfidf,,
Q007,amazing pasta authentic italian,nMxNGP7YrynQzIbDK9CeYQ,Zozo's Ristorante,4.0,positive,"I was visiting the area and wanted Italian food for lunch. I came here on recommendation of two locals. I don't know what authentic Italian food are, but I have been to many Italian restaurants. This restaurant is pretty good! I ordered chicken alfredo, and I have to say it was the best I've had. I would like to try this place again for dinner. The service was good.",tfidf,,
Q007,amazing pasta authentic italian,offqz_l93BG08S6A3jzDUw,Alfredo's Italian Byo West Chester,5.0,positive,"hey all~ i tried Alfredo's Italian Pizza Kitchen yesterday with my girls. It used to be Tivoli, which we loved, and then was something else we didn't like,~ HOWEVER, NOW it is Alfredo's and it is fabulous!!! They remodeled the whole restaurant and it is beautifully done. The food was authentic Italian and being Italian I am VERY picky! I had the Eggplant Parm and a slice of Pizza and Domenica had the wings which she said were perfection. Giovanna got Spaghetti with Marinara.
~ It is tucked away in the corner of Rt.926 and Route 202. 
Where the Walgreens is.
~You will not be disappointed if you go there. :)",tfidf,,
Q007,amazing pasta authentic italian,pzmlLhuDhh1Q7xvkzJU6sA,Portobello Cafe,5.0,positive,Very good authentic Italian!  Didn't know reservations were needed but they still let us in!  Service was great and they made our daughter feel special!,tfidf,,
Q007,amazing pasta authentic italian,vQkt2f-XQdzWj0UL6G6qRw,RIM Cafe,4.0,positive,"This place is a cool, authentic Italian desert show (and possibly French???). They only serve cannolis is the native Italian style and offer two sizes, mini and regular. They have fresh ground espressos, gelato, and much more. My only critiques would be the prices, $18 for 6 mini cannolis or $9 for a specialty one. The coffee and gelato is similarly expensive but not as ridiculous! The employees/owner seem very nice and caring, and even gave us some extra chocolates to try! Overall, authentic spot but kind of touristy....",tfidf,,
Q007,amazing pasta authentic italian,wL7x46JYBuHgj9duv4nBww,Zia's on the Hill,5.0,positive,"I brought a group of 4 to Zia's for some amazing Italian food. They did not dissapoint. Everything was amazing. I suggest this place for anyone that wants to give their guests the Best that St. Louis has to offer. The bread, salad and pastas were great. I'd suggets everyone getting a salad, appetizer and splitting the pasta between two people.",bm25,,
Q007,amazing pasta authentic italian,wUQcEiTjv0lWTUVh9tePUg,Gusto Osteria,4.0,positive,Don't be put off by the strip mall location. This a good pasta restaurant and they know what they're doing.  The minestrone was rich and the veggies firm.  Bolognese pasta with farfalle was very meaty and perfectly seasoned.  The pasta was al dente. And the cheese was Romano - not the ubiquitous Kraft Parmesan and most low-end Italian Restaurants,bm25,,
Q007,amazing pasta authentic italian,xNkdTDx6yP5wnXi_xRa6Uw,Vincent's Italian Cuisine,5.0,positive,"Old School Italian dining at it's best. The food was great the service was on point. The atmosphere was old-school Sopranos. The oysters and spaghetti was phenomenal. My wife's duck pasta was awesome as well. 
Old school Italian done well!",bm25,,
Q007,amazing pasta authentic italian,zEw3QwGHdotM9uEli4IsCQ,PennePazze,3.0,neutral,Not too great! The pasta was very oily/ sticky and I wouldn't say it's authentic Italian.,tfidf+bm25,,
Q007,amazing pasta authentic italian,zdMR9eINLlVeOqzba-TlNg,Trattoria Totaro,5.0,positive,One of the best places in conshy!! Great little Italian spot! Every pasta dish is top notch!!,bm25,,
Q008,bland tasteless food,2y6vIlkZW9TdCt1qfBe5Qg,New York Pizza,1.0,negative,"Extremely bland and ordinary, and slow. Crust was preformed frozen, with gummy mozzarella and the Parmesan was the stale and tasteless packaged variety in shakers. Tomato sauce was nearly without tomato flavor. Really only deserves 1/4 star but yelp doesn't give that option. Sad pizza in a city famous for its food.",bm25,,
Q008,bland tasteless food,3f7qAedPVbfLJBwrmTEOfg,Indy Burger,1.0,negative,Absolutely tasteless burger. Was it even real beef? Yuk! An absolute waste of my money.,tfidf+bm25,,
Q008,bland tasteless food,4RhvY6ByBVb7f_oeNRcM0A,Sojourner Cafe,2.0,negative,"1.5 stars. To sum up, the food ""looks"" the part but was fairly tasteless. 

The Black Bean Soup was the favorite part of my meal. The nut burger I had was really bland and the side of pasta salad (that comes with the burger) was also a miss

My husband enjoyed his potato taco but all the trimmings (beans, rice, etc.) were just OK.",bm25,,
Q008,bland tasteless food,7UMhwikdysJ9EeWstKL5QQ,Benihana,2.0,negative,"My kids were smitten by the teppanyaki chef's performance. For me, that was the highlight. I remember as a child in the early 70's being transported when we went to Benihana's in my hometown. Tonight's dinner experience was homogenous and bland. It felt very much like any other chain restaurant. The server who took our order wasn't able to answer our question, ""what is agedashi tofu?"" or how is tataki tuna prepared? The answers were vague. The restroom was sloppy. No tp in one, and paper towels strewn about; soap dripping onto the counter; lousy pop-music playing too loud....you get the picture. The food was bland, bland, bland. The tataki (seared) tuna was tasteless. The salad was drowned in dressing. The hibiscus iced tea was way-over sweetened. The green iced tea was also too sweet. Others in my party of 6 were similarly disappointed. It was inelegant and very disappointing as a dining experience. It was void of international flavor. I just took a Zantac for my very unhappy belly.",bm25,,
Q008,bland tasteless food,IFM39NpKi9c4qSDeROuJ6A,Wildflower,2.0,negative,"Friends wanted to go to Wildflower for dinner.  We ordered the half chicken.  It was service raw and returned.  They then service chicken so overcooked that it was a rubber chicken.  House salad was bland and small.  Fried shrimp and vegetables were tasteless.  Other main courses were average.  To compensate for the chicken, the manager considerately gave us free dissert, donuts and toppings.  The donuts did not even remotely taste like donuts, just dough.
I think that the restaurant is relatively pricey for Tucson and is very pretentious.  Not worth the money.",bm25,,
Q008,bland tasteless food,PBllUJFjY91Zbncm8rX4Aw,Super Cuca's Taqueria,1.0,negative,If I could give zero stars I would. Horrible food. Nacho fries were raw and the manager refused to make it right. Beans and rice are tasteless and enchiladas were nasty. Will never go back here. I don't know how they are in business serving this tasteless and overpriced food.,tfidf+bm25,,
Q008,bland tasteless food,PxMSK1JFwdLmhlm-hB79Og,Pizza by Elizabeths,1.0,negative,"Drop ""Pizza"" from the name and just call this place ""Elizabeth's"" as the pies were cold, bland, and tasteless. You will be better off having an Ellios pizza topped with an artichoke.",tfidf+bm25,,
Q008,bland tasteless food,QmkwbnqAg-eErO2d_kuRGA,BBQ4LIFE,1.0,negative,"Cold, tasteless food. My wife and I went here after seeing the amazing reviews, but after trying it, I don't understand why. 

I got the meat sampler:
- tri-tip: cold and there's no taste. We tried adding salt & pepper, but that meat was helpless. 
- ribs: edible but cold.
- pulled pork: cold & tasteless. 

Even the BBQ sauces were awful! 

The only good thing about the restaurant is the friendly staff. 

I rarely turn away food, but I left with an empty stomach.",tfidf,,
Q008,bland tasteless food,TmEOK7ZNHRcVM92u2SIaYQ,Prep & Pastry,1.0,negative,"My wife and I were looking forward to brunch. It was our first visit.
What a disappointment!
After 20 minutes our order had still not appeared. When we said we were leaving it suddenly arrived.
The food itself was not appealing at all. My dish was piled with some sort of potatoes, a sausage patty, scrambled eggs and burnt toast all squeezed together on a plate that was not quite large enough to hold it all. Not a very appetizing picture. 
My wife had some sort of a bland, tasteless, peanut butter and jelly concoction that came nowhere near the breathless description on the menu.
All in all there are too many good restaurants in Tucson that serve excellent brunches and breakfasts for one to patronize this one.",tfidf,,
Q008,bland tasteless food,eb5F5I21XRHVpl-_Wliycg,Paprika Restaurant,1.0,negative,"Horrendous quality food! We all arrived starving and We all love Greek food but have never been so disappointed with a dinner--Dry, bland and tasteless food--as if the chef completely does not care. Completely inedible!",tfidf+bm25,,
Q008,bland tasteless food,f0Qn_t7AvZ2PftWvT0JRkQ,Margaritas Mexican Restaurant,2.0,negative,good place for drinks and basic apps...food was bland and not very fresh...bland. The McDonalds of Mexican food.,tfidf,,
Q008,bland tasteless food,jXDnTj2Z3hl7Cx7Dy2o0Ng,Lemon Grass Thai Restaurant,2.0,negative,"This was far from the best Thai food I've ever had. The Coconut Chicken Soup was bland. Pad Thai, the most basic dish, was tasteless as if it had been sitting around for days. Worst of all was the service. Our server was a grouchy woman who couldn't manage a smile and managed to spill hot tea on me. With all the great Thai restaurants in University City - I can't imagine how this one exists.",bm25,,
Q008,bland tasteless food,lcd4xHrDnCX6PASR7RtJqw,Cane and Table,2.0,negative,"Went here for my fiance's birthday at his request. The drinks were great the service was not. Our female server seemed less than enthused to be serving us even though we were one of the few tables in the place.

With the amazing reviews that this place received and was listed as a best new restaurant my expectations were high but what I received was subpar. The appetizers were great but my meal was less than great. Bland and tasteless is one way to describe it.

 My fiance and my drinks sat empty and was never asked if we wanted another drink. The bottle of water we received for the table was also lukewarm and far from thirst quenching.

If you are looking for artisan cocktails come here. There is better food and better service in other places around New Orleans.",tfidf,,
Q008,bland tasteless food,oV2fLYMjquIrY5uctAXGZQ,Mexican Post,3.0,neutral,The pork was tough and everything else was tasteless. The margaritas were boring too. This is one big MEH.,tfidf,,
Q008,bland tasteless food,plbp_IQetMpvs9JmYaA7sg,Tom's Dim Sum,2.0,negative,Food delivery had weird inedible pieces (soup dumplings) and wasn't tasty. The wonton soup was tasteless,bm25,,
Q008,bland tasteless food,qnCCEp431Juha7bjBdeGlw,Jake's Wayback Burgers,2.0,negative,"Poor excuse for Mexican food, but then again so is every Taco Bell. Same tasteless food Texas to PA.",tfidf,,
Q009,romantic atmosphere date night,-lE0w8knw8tPDz7k2pk2Dw,The Gallery Grille,4.0,positive,"Went for Saturday ""Date Night"" supper that is offered once or twice a month in summer. Place is very comfortable and the help is friendly and attentive. Food was great-  They have a fixed price menu on Date Night. $ 49 per couple for one of 5 entrée choices (beef, fish, pork, chicken or shrimp) with soup or salad and desert. Exceeded our expectation and we'll definitely do it again",tfidf,,
Q009,romantic atmosphere date night,0OtAmOsb59SPJu8LbdCgUg,Olive The World Bistro,5.0,positive,"Love this local gem! I've never had a less than stellar meal here. Love the truffle ravioli, bacon wrapped dates, bay scallops, bruschetta..honestly it's all fantastic! A fun place for a romantic date or night out with the girls. Probably not as kid-friendly, but perfect for an intimate adult night out.",tfidf+bm25,,
Q009,romantic atmosphere date night,4cn6Xo1E07AThbiv6IidWQ,NECTAR,2.0,negative,"I'm sure our server was friendly, but I couldn't hear him enough to be sure. It's a very noisy place to eat. I took my girlfriend here on a Saturday night. The place was busy, which is expected on a weekend night, but overly crowded. The tables are crammed together. I'm sure to get as many people seated as possible, but it totally eliminate the romantic atmosphere expected of a classy restaurant. The food was appealing and delicious, which is the only reason I gave this place 2 stars instead of 1. On date night, it's more than just about the food, it's about the experience. They failed to deliver on that notion. We probably won't be back.",bm25,,
Q009,romantic atmosphere date night,6ZcgkqPL9TN2XKy0K73ayA,Roberts Block Restaurant & Bar,5.0,positive,"Awesome spot.  Whether you're ducking in for a drink when you get off the train or going out for date night, you can't go wrong.  Food is great, service is friendly, prices are fair.  Can't go wrong.",tfidf,,
Q009,romantic atmosphere date night,6csNRXzDdtQWoHN4-o7KwQ,Core de Roma,5.0,positive,"I chose this spot for my wife and my ""final"" date night since she's 8 months pregnant. We arrived just after opening and although we didn't have a reservation, the staff were very inviting and made sure to seat us. The food was amazing, our server was kind and pleasant, and the owner came over to check in on us. We will be back for our next date night whenever they may be!",tfidf,,
Q009,romantic atmosphere date night,84ridnQPIPQf7w3RzBb3wA,The Stillery,4.0,positive,"Ordered ""The All American Burger"" w/ Macaroni & Chs and ""The Meats"" Pizza - both were absolutely delicious! Hands Down the BEST Macaroni & Chs you'll ever eat! Friendly service, good music and a fun atmosphere for a date night in Nashville!!",bm25,,
Q009,romantic atmosphere date night,M87EyyH2c39ccRR9q8GLNw,Kon Tiki Restaurant & Lounge,4.0,positive,Came here for a date night with friends and it was great. The food was amazing. We had the wings and monkey fingers. They have a huge drink selection and most of them are very tasty. The only reason why I didn't give this place 5 stars is because the waitress was fairly new and couldn't answer most of the questions we had about food and drinks. She was very nice but just clueless about her products. I would recommend coming here if you're looking for a fun night with friends or family but definitely not a romantic setting for date night. It can get pretty loud inside at night.,tfidf+bm25,,
Q009,romantic atmosphere date night,b_TkZ0v6EMx7agkNQJZ0yg,The Cove,5.0,positive,"Top notch. The food, staff, and atmosphere were all excellent. great place for a date night.",tfidf+bm25,,
Q009,romantic atmosphere date night,imvd3pIQXJVXWG0yot_t0g,Filomena Lakeview,5.0,positive,Went here on a date night with my hubby and definitely recommend! Some of the most delicious Italian food I've ever had! Will be back!,tfidf,,
Q009,romantic atmosphere date night,lDZ3gbYAhSLOkjeWT3qjJA,Valanni,5.0,positive,"Amazing food, amazing drinks , amazing atmosphere!! Have been there many times, once was for date night, girls night and then night one of my bachelorette. Date night was intimate( they sit you in the back). Girls night we sat at the bar and it was fun. The best was the dinner for my bachelorette. We had a group of 10 girls and they were so accommodating! It was so much fun! It's a great place for couples & groups. The food is outstanding & if you like dirty martinis then you need to try this place!!!!",tfidf+bm25,,
Q009,romantic atmosphere date night,lGgRKUe7lMtKz1szrPtxzw,Friday Saturday Sunday,5.0,positive,I started coming here 5 years ago as soon as I moved into the neighborhood . This place is yummy. The mushroom soup & ahi tuna apps are delicious.  I'm a big fan of the petit filet & the salmon. The staff is  so sweet & so hilarious. Very romantic. Perfect for a first date.,bm25,,
Q009,romantic atmosphere date night,mKdTy5gSPZ5XdPnWInWyxw,Tsunami Sushi,4.0,positive,Great atmosphere with amazing fresh food. Service was nice but had to wait (understandable because it was busy). Was able to get a table fast on a busy nice. Upstairs offers a great view for date night.,bm25,,
Q009,romantic atmosphere date night,rFycbM8DwAbRcL5ep0kYcA,Tinker Street,5.0,positive,"Cute, romantic ambiance! Very small restaurant and they do not take reservations.  Menu is updated for what's in season. They have a nice ""community bar"" where you can wait and a server will come get a drink order from there which is a nice change from gathering around a crowded bar while waiting. Food was absolutely delicious. This is a great date night- be prepared to spend some $$$ when you come here.",bm25,,
Q009,romantic atmosphere date night,teXDPCV2Cl2rgwcvcDDGfw,Sandbar,5.0,positive,"Becoming a usual date night for my husband and I. Great customer service, very friendly, get seated pretty quickly and amazing Tacos!!",tfidf,,
Q009,romantic atmosphere date night,w1v0RTIlhKQl3gpvnr6wQw,Herosame,5.0,positive,"The best local sushi around for the price!  Quick service, free green tea with lunch, great food.   Never had a bad meal!   Up to date atmosphere, great for family meal or date night!",tfidf+bm25,,
Q010,noisy crowded restaurant,-T54XWcw-Sg9Ak9-3tbVRg,Malio's Prime Steakhouse,4.0,positive,"Came here for team dinner, and was pleasantly surprised. I had the beef tartare, it was pretty good with truffle oil and the greens. Then the crab cake was tasty too. Really lumps of crabs in there, def one of the better ones I've had. The restaurant is kinda noisy though, and the restrooms are outside the restaurant in the office building.",bm25,,
Q010,noisy crowded restaurant,-WX5ecK8QYrPblkB9YlIiQ,Mama's House,5.0,positive,"Everything about this restaurant was amazing: the servers were friendly, the LA galbi was to DIE for, and the atmosphere was nice: not super quiet but not loud and noisy either. The only possible drawback I would have would be the price point, its a little pricey for some, however, I would definitely recommend!!",bm25,,
Q010,noisy crowded restaurant,4cn6Xo1E07AThbiv6IidWQ,NECTAR,2.0,negative,"I'm sure our server was friendly, but I couldn't hear him enough to be sure. It's a very noisy place to eat. I took my girlfriend here on a Saturday night. The place was busy, which is expected on a weekend night, but overly crowded. The tables are crammed together. I'm sure to get as many people seated as possible, but it totally eliminate the romantic atmosphere expected of a classy restaurant. The food was appealing and delicious, which is the only reason I gave this place 2 stars instead of 1. On date night, it's more than just about the food, it's about the experience. They failed to deliver on that notion. We probably won't be back.",bm25,,
Q010,noisy crowded restaurant,AkCL2DoiIlVtQlbD-ehYNA,The Grille,5.0,positive,Locals place. Have been there multiple times. Always excellent food. Can be a little bit noisy though.,tfidf,,
Q010,noisy crowded restaurant,H68DOk6b3Ufdgz4JSED8Ag,The Depot Craft Brewery Distillery,4.0,positive,"Beautiful building, great restoration.  Craft cocktails.  Food good, but will wait to try again before chiming in.  Very, very noisy if small rooms are full.",tfidf,,
Q010,noisy crowded restaurant,LVvtyK12oF35SOo5kE1TyQ,The Lark,1.0,negative,"We don't get it.  The place is noisy and crowded.  The service is rushed and uncoordinated.  For example, our second course arrived before we finished our first course.  And, each platter of food was served with so many vegetables, you could barely find what you thought you had ordered.  We could hardly find the hangar steak underneath the pile of broccoli it was buried underneath.  And the trout, while good, came with enough cauliflower to serve a family of six.   If you enjoy what look like huge servings (mostly vegetables) of  overly seasoned food, perhaps you'll go for this place.  But, if you want imaginative cuisine in a more refined setting, I suggest you stay away.",tfidf,,
Q010,noisy crowded restaurant,WjOeGYqLdgvVhgXieG2PaQ,Day By Day,3.0,neutral,Very crowded on Sunday - waited 2o minutes -- good but not great - over priced - noisy. decent service. Sweet potatoe hash browns good - pancakes ok .,tfidf+bm25,,
Q010,noisy crowded restaurant,alpf9eSumTTP3XJoj2wVrA,The Hungry H,3.0,neutral,"Had breakfast there this morning.  My first visit.  Food was good, but a couple issues.  First, the place is very noisy due to the concrete floors and the metal ceiling.  Can barely hear yourself talk.  It was crowded, but way too noisy.  Also, the ceiling air duct was blowing directly onto our table which may it very cold and uncomfortable.  I did advise the owner he needs to adjust the air vent.  Service and food were fine, but the noise about gave me a headache.",tfidf+bm25,,
Q010,noisy crowded restaurant,iSUgrdwq-AknhOv35lloUg,Del Frisco's Double Eagle Steakhouse,3.0,neutral,"Went before going to see philly pops. Had shrimp cocktail which is shrimp cocktail nothing diffrent. Friend had the wedge that was very good. Had the bone porter house medium. Came out little rare. It.was still tasty, friend had Brazilian lobster, 108 bucks lol. It was a 20 Oz nice size but to me lobster is lobster. Had the king crab gnocchi which ok, potatoes au gratin was good asparagus was fresh. 
Service was a little slow, but it was really crowded. I sort of like the capital grill better still. I most likely would not go out of my way to come back here.

It was crazy noisy as well",bm25,,
Q010,noisy crowded restaurant,iao0ALOdth-br2oNef2iMw,Calloways Restaurant & Bar,4.0,positive,"Great food and service, a little too many kids though. It's a great local bar/restaurant but not for families with noisy little ones.",tfidf+bm25,,
Q010,noisy crowded restaurant,j3ptE3lllrGfOD2h6M0ZVg,Mondo,5.0,positive,"I popped over for Happy Hour after work. I had an ""Aviator,"" which involved Gin and some kind of violet liquor. It was delicious. I also had these little shrimp and pork things which were delicious. It wasn't noisy or crowded and the bartender was very nice.",tfidf+bm25,,
Q010,noisy crowded restaurant,ouOD-FUzcjuW0rKO_qvGcQ,Frenchy's Rockaway Grill,3.0,neutral,"The appeal of this place is that it is right on the beach, convenient for getting a margarita or a bite while in your swimsuit. Place is pretty noisy and crowded. Food is the standard Frenchy offerings, which are pretty good, but the overall experience is better at the Original Frenchy's",tfidf+bm25,,
Q010,noisy crowded restaurant,pry84QOs2kHixs-qWzWxCg,Be Well Bakery & Cafe,4.0,positive,"I LOVE Be Well. They are what you think of when you think of a quaint coffee shop. They have tons of seating and couches for coffee drinkers or college students studying. 

Paninis are amazing, as well as their gluten free treats. I've yet to try their smoothies, but hear good things.

It can get a bit noisy when it's crowded: I guess it's not a place where people know to stay quiet. Big groups don't keep their voices down.

Employees are sweet and friendly, and help you when you're not sure what you want.",tfidf+bm25,,
Q010,noisy crowded restaurant,tNw1yQiQpevhFP_ylozYTA,Cafe Ole,5.0,positive,Besides being noisy the service is perfect and the food is awesome!!!!!!!! I would highly recommend this place if you are in a mood for genuine Hispanic food.,tfidf,,
Q011,cozy interior great decor,A2Iuh1v8dPaHgNrMJ3rCkQ,Kiku Japanese Fusion,5.0,positive,"This restaurant had just opened the week before and we decided to give it a try. The interior decor was very attractive and most of the seating was in booths. We both had hibachi style meals and were impressed with the taste and quantity. From soup to salad to entrees, everything was great. We are pleased to have a new Japanese restaurant so close to home!",bm25,,
