query_id,aspect,query_text,doc_id,business_name,stars,review_snippet,source_systems,label,notes
Q006,service,friendly staff excellent service,WJaHOlIPlF55W2WeDH6OFA,Mamma Mia Trattoria,5.0,"Everything about this place was awesome! The food was delicious. The service was exceptional. The prices are reasonable. The staff are very friendly.

I had the Shrimp Portofino which was excellent.  I will definitely be back!",bm25+hybrid,,
Q006,service,friendly staff excellent service,z7aHKe15iYVeqEUPvkPQuw,Captain D's,5.0,"Very friendly staff, excellent service. I was greeted by a friendly cashier who was polite and quick. I wasn't even done filling my drink and my food was already up. From the time I walked in the door to having sat down with my food was less than five minutes. I got the sampler for $4.99 and it was ",tfidf,,
Q006,service,friendly staff excellent service,5Klyf52T-XwVv3-AHS3y2g,Oyster House,5.0,"Daniel and his staff were excellent.  Brian was our sever, and his recommendation along with his service - can't say enough.  I was out with my parents for my moms birthday, and they made it enjoyable.",tfidf,,
Q006,service,friendly staff excellent service,Mw6rthW6d8Cn1YZh1Ifj8w,Ulele,4.0,Very good!  Okra fries are awesome.  The charbroiled oysters and the blistered peppers are among my favorites here.  Drinks are good and the bar staff is excellent!  One of my favorite places.,tfidf,,
Q006,service,friendly staff excellent service,nL4xP9Juj6mYIXIsI7Wl-Q,Guppys on the Beach,5.0,Fantastic restaurant. Excellent service and food!!,tfidf,,
Q006,service,friendly staff excellent service,Y12NnXCv20IvLGRuIzLSvw,Twenty Tap,5.0,"Cheese curds and pickled veggies are amazing! Waiting staff is always excellent. When in doubt, get the French Breakfast. Only complaint is the Mex burger is off the menu. #BringBackTheMex",tfidf,,
Q006,service,friendly staff excellent service,ETLzbKgwbVypiqLW1ucVGw,Vedge,5.0,I'm not a vegetarian but I loved this place. Great food and excellent service. Can't wait to go back!,tfidf,,
Q006,service,friendly staff excellent service,14XN7wURm1nM55aiWYSrEQ,Kuzina By Sofia,5.0,We went here in spite of terrible reviews and a friend claiming to have become sick after eating here. The food and staff were both excellent! We definitely plan to return again soon.,tfidf,,
Q006,service,friendly staff excellent service,I_2Osv4BQpwZE2a1NrBzTQ,Iavarone's Steakhouse & Italian Grill,5.0,"It was our first time and we will definitely be back! Excellent food, excellent service. Owners are on-site and personable. Taylor was our waitress and was terrific!",tfidf,,
Q006,service,friendly staff excellent service,cG4jsfWrcGbMrszrT5zg0Q,Mil-Lee's Luv-Inn,5.0,Delicious food and friendly staff...a proper little gem!,tfidf,,
Q007,service,waited too long for food,ZqZ7U9FdWQdQ-tqeyRFvxg,Nick's Roast Beef,1.0,"Came for the roast beef, waited 30 minutes for my sandwich to come out (wanted to see how long it'll take), told them to take it back after waiting 40 minutes. But on a good note, the customers are cool. A few people took note of my long wait and ordered me a beer. With that said, eat in advance!",bm25+hybrid,,
Q007,service,waited too long for food,YTL-Fl75sC7Zfp82Ghg2MQ,Pickles & Swiss,1.0,"Waited 30 minutes for a sandwich that was too hot to touch. Needed to leave by the time I received my sandwich that I planned on eating in & waited another 5 minutes for a paper bag and a lid - no to go boxes?

Figure it out.",bm25+hybrid,,
Q007,service,waited too long for food,KqEFOjo44zA05NxvMgIOOA,New Orleans Marriott,3.0,Had to wait a long time to get the bartenders attention for a drink in the lobby lounge.  Was I invisible?  Waited on others who came to the bar behind me.,bm25+hybrid,,
Q007,service,waited too long for food,TUDhxKAwUAHKSgOIKtuxzA,Americana Café,3.0,Not sure what was the reason why it took so long for our food to arrive but waited 35min. But the servers were nice and food was good. I'd recommend the rueben sandwich.,bm25+hybrid+tfidf,,
Q007,service,waited too long for food,uiVFv-h5LnWB1kZPUB9JHA,Dilladelphia,2.0,Waited a long time just for our drinks. Mine tasted nothing like a Long Island and didn't seem to have any liquor in it. However the wizard fries were pretty good and the cheese cake was delicious. The wait and the service was crap it wasn't busy at all.,bm25+hybrid+tfidf,,
Q007,service,waited too long for food,nJTRcicvGDIbhqkmuWyBaw,McDonald's,1.0,"Drink thru order almost $30.00 during lunch time. Took forever for order to be taken. Waited almost 20 minutes after paying for food. Fries were either raw or burnt.When i finally received the order I asked why it took so long, she said we're busy it's lunch.",bm25+hybrid,,
Q007,service,waited too long for food,nqfaUAZbria7kQ1dK2j2jw,Malucci's,1.0,This place is awful.  Went in there for a slice of plain pizza one day and waited at least 20 minutes for them to finally bring it to me.  In the mean time someone came in to pick up a pepperoni pizza and they must have had too many plain slices ready at the time so instead of making her a pepperoni,bm25+hybrid,,
Q007,service,waited too long for food,R9TR4VgAtyhXowmk6MM4pw,Hiro Ramen House,1.0,"Their food is very delicious, but the server is terrible. 
We waited for a long time. There was a table placed their order after us and they got their food much faster than us. I saw we ordered the similar food. We are a party of two, not a big party. 
We waited for a while to get the check, at the ",bm25+hybrid+tfidf,,
Q007,service,waited too long for food,FE8ZIHquo9n2vIxe11j4aw,Chipotle Mexican Grill,3.0,"So, I love love love love love chipotle. I was driving north for Easter, and decided I absolutely had to have some. So I pulled over, looked up the nearest chipotle, and off I went. This chipotle is located in a mall - but not in the food court. It's on the opposite side of the mall from the food co",bm25+hybrid,,
Q007,service,waited too long for food,GsFdl2cLBCA82Z6zlYsFqQ,Pickles & Swiss,1.0,I visited Pickles and Swiss on a recent Friday around 1pm.  I had heard good things and we needed a quick lunch so I was excited to order a sandwich.  There was no line to order but all the seats were full so it was clearly a busy afternoon.  We waited at least 20-25 minutes for two cold sandwiches ,bm25+hybrid,,
Q007,service,waited too long for food,23secNmhGZv9XBDSu-GKUA,Woody's Grille & Spirits,4.0,We finally tried Woody's and my only complaint is that we waited so long! It's so good. I think they are busier during the week due to location so weekends are more mellow which is great. Each booth has its own little tv. The menu is great and the food is really tasty.,tfidf,,
Q007,service,waited too long for food,1xjguzMalCpWXYjwnj8-MQ,Hickory Falls Wood-Fired Grille & Bar,4.0,The good has always been good and the service too.  Sometimes the wait can be a little long to get your food but they always get my steak right and that's an accomplishment around here!,tfidf,,
Q007,service,waited too long for food,WXJcuRLZLLnY_gaoRtlxwQ,Hop House Southern Eatery,5.0,"Delicious!  We went on the second night of their soft opening and while the wait was long, the food was great and so was the service.",tfidf,,
Q007,service,waited too long for food,N5wyBeHjXQnrNjvvfbGfqw,biscuit & buns on banks,5.0,Amazing place! The food was the most delicious breakfast food I had when I was in NOLA. Our waitress was very prompt and helpful the entire time even though it was super busy. We waited a long time to get our food but it was completely worth it.,tfidf,,
Q007,service,waited too long for food,Stdk8q-hBzRTIYSPCJhiqQ,Boathouse at Hendry's Beach,3.0,"Over-rated with not worth waiting so long food and drinks. Apart from the  location which I think that too is better 2 miles down at the marina, nothing great about this place.",tfidf,,
Q007,service,waited too long for food,0V-nerbn2tK9gfvUCkVNiw,Junior's on Harrison,5.0,"An absolute wonderful experience!! I've been waiting to try Juniors and I'm sad I waited so long! The drinks were wonderful and the food was excellent. I highly recommend the Korean philly cheese steak. I could not believe how great it was. Additionally, the atmosphere is great for a one on one date",tfidf,,
Q007,service,waited too long for food,8bcCKDhaRRfYd5c7Wk1txg,Melting Pot,2.0,"-  Too much food.
-  Too expensive when you're cooking it yourself.
-  Took too long to get food.

+  Even though the food took awhile, the service was good, our server was efficient and genuinely friendly.
+  The atmosphere was nice, intimate.",tfidf,,
Q008,service,attentive waiter great hospitality,6W1IX2g4XQ5IiBz-jWyiyw,Palace Café,5.0,"Palace Cafe was a pleasant surprise and the clincher of the trip. With no intention of going there, we stumbled upon it because we literally ran in to escape from serious rain, and from the hospitality we were greeted with at the door the experience immediately brightened our day. Our waiter Lloyd w",bm25+hybrid,,
Q008,service,attentive waiter great hospitality,U2H1OBd75XhxaB5Pea1iPg,Crescent City Brewhouse,4.0,"Very attentive waiter. Great guidance and recommendations on menu items. Food was excellent, very timely, attractive, and great taste. Various selection of natural, preservative free beer.",bm25+hybrid+tfidf,,
Q008,service,attentive waiter great hospitality,-mcRjI9g9cQKVnh3Mz5aKQ,BJ's Restaurant & Brewhouse,5.0,"Shane was our waiter today! He was very professional, very friendly, very attentive! Great job! I'll ask for him next time I visit. :)",bm25+hybrid,,
Q008,service,attentive waiter great hospitality,a7ZfEWLD0CzXV3ZwOgdrMw,Tupelo Honey,5.0,"Cutest southern-inspired eatery I found during my trip to Nashville. Banana pudding dream was by far the best pancake stack I've had. 

Our server's name was Ava- a complete sweetheart and the most attentive service I've ever received. My coffee cup never made it past half-empty. Some true southern ",bm25+hybrid,,
Q008,service,attentive waiter great hospitality,w90lf6-eD2GTj6YwrAouJg,World Famous N'awlins Cafe & Spice Emporium,5.0,Such great food! The people that work here are very nice & sweet! Great hospitality !,bm25+hybrid+tfidf,,
Q008,service,attentive waiter great hospitality,vKLsNQyP03x2drrK8JfwXg,Mere Bulles,4.0,Beautiful building with old school continental/southern menu and hospitality. Good steaks and ahi and great atmosphere.,bm25+hybrid,,
Q008,service,attentive waiter great hospitality,lJ_VPYmZyOfVYJ4r7D8wkw,The 404 Kitchen,3.0,"Service was slow. Staff was non attentive. Almost at a snobby level. We ordered appetizers, waiter forgot. We are party of 2, tables with more people revived more attention.",bm25+hybrid,,
Q008,service,attentive waiter great hospitality,Ezhr56H4Wt1XQVWD-qN4WQ,Francisco's On The River,4.0,"Great Italian BYO, charming rooms, attentive staff, with the food very well prepared and reasonable prices.The Head waiter is a complete Pro, hard to find such competency these days, and I know I'm in the Biz.
Do  give them a try, you won't be disappointed.",bm25+hybrid,,
Q008,service,attentive waiter great hospitality,pQJnNSOYO3Fv-Qs2FCI5Xw,CACi Wood-Fired Sicilian Grill,5.0,Another fantastic meal and great service. Thanks Asia for the awesome hospitality!!! We had a couple of tasty wood fired pizzas and some amazing appiitizers.,bm25+hybrid,,
Q008,service,attentive waiter great hospitality,Om_zzJiCzHRgfGtQtYd9JQ,Catches Waterfront Grille,4.0,Enjoyed a delicious dinner on the water. Good food and good service. Our waiter was very attentive without being annoying. The food was served exactly the way it was requested. Good neighborhood place. Will definitely return.,bm25+hybrid,,
Q008,service,attentive waiter great hospitality,DptHb68Ci_8SYRpqeJxejA,Lobster Haven,5.0,Such great service. The snow crab cluster was bomb!!! Can't wait to get home to my bread pudding and our server was super sweet. Relaxed atmosphere and great hospitality. Will be back,tfidf,,
Q008,service,attentive waiter great hospitality,tUf5b1mnCsyPfgGePIKHrg,Oceana Grill,5.0,"Food nearly made me cry from the force of deliciousness it exerted on my mouth. Jamal was the most amazing and attentive waiter I have ever had the privilege of being assisted by. Definitely will return.  If you have half a brain, you'll come here!!!",tfidf,,
Q008,service,attentive waiter great hospitality,a-kbcDfWyW32QUYy5d9Wnw,PDQ Cherry Hill,5.0,"Chris and I stopped at our favorite chicken tender place on our trip back from Connecticut.  As Chris went in to order, I walked our Frenchie puppy in the parking lot.  One of the employees saw me and rushed out with free tenders for our puppy.    Not only do we love them but the Pup now does too.  ",tfidf,,
Q008,service,attentive waiter great hospitality,SWPxe4gPBNGcJQ6k3-3AQw,Kitchen K,4.0,"we had resos for a group of 11 celebrating a bachelorette party last weekend - the MOH heard about this place from a friend and we were excited to check it out!

a fun, sleek atmosphere (maybe too sleek, since a few of us almost wiped out on the super slick floors...or maybe it was the drinking sinc",tfidf,,
Q008,service,attentive waiter great hospitality,_SA00tx5_XZXQhq6tZX48Q,The Local Eatery & Pub,5.0,"Wow. What a find.  The food was awesome ! our waiter was great.    I had the ricotta gnocchi.  Amazing.  I have never tasted any thing like that !
My husband had the Cajun shrimp.  He was very impressed
But the fingerling potatoe appetizer was even better.  And it was priced very reasonable for what",tfidf,,
Q008,service,attentive waiter great hospitality,pvUTtdZi2OM-cA72XrtySA,Don Giovanni's Classic Bakery,5.0,I meant to write this review when I was out in PA. This place is amazing! I flew in from Cali and was looking everywhere for a place to take a last minute cake request. I believe I spoke with Debbie and she was so helpful and sweet. I hadn't eaten all day so I ordered a cheese steak Stromboli and it,tfidf,,
Q008,service,attentive waiter great hospitality,VKqoXBE7QC9YA0TdNqmJGQ,Metro Diner,5.0,"A great breakfast. Service was prompt, food looked appetizing and tasted even better. We had an assortment of the breakfast specialties as well as a standard Omelette. Michael our waiter made great recommendations and was very pleasant and helpful. All in all a great breakfast!",tfidf,,
Q008,service,attentive waiter great hospitality,ujE7ICZWw22O4UawiKSgVA,Doc Magrogan's Oyster House - Philadelphia,4.0,"Great place!! Waiter was great ( Billy ). Had a very intimate dinner with my wife. Made reservations and it was perfect. Atmosphere is comfortable and relaxing. 
The seafood is as fresh as if they were right next to the ocean.  Oysters, clams, scallops all top notch. 
Really enjoyed ourselves and ca",tfidf,,
Q009,ambience,romantic atmosphere date night,0OtAmOsb59SPJu8LbdCgUg,Olive The World Bistro,5.0,"Love this local gem! I've never had a less than stellar meal here. Love the truffle ravioli, bacon wrapped dates, bay scallops, bruschetta..honestly it's all fantastic! A fun place for a romantic date or night out with the girls. Probably not as kid-friendly, but perfect for an intimate adult night ",bm25+hybrid+tfidf,,
Q009,ambience,romantic atmosphere date night,M87EyyH2c39ccRR9q8GLNw,Kon Tiki Restaurant & Lounge,4.0,Came here for a date night with friends and it was great. The food was amazing. We had the wings and monkey fingers. They have a huge drink selection and most of them are very tasty. The only reason why I didn't give this place 5 stars is because the waitress was fairly new and couldn't answer most ,bm25+hybrid+tfidf,,
Q009,ambience,romantic atmosphere date night,4cn6Xo1E07AThbiv6IidWQ,NECTAR,2.0,"I'm sure our server was friendly, but I couldn't hear him enough to be sure. It's a very noisy place to eat. I took my girlfriend here on a Saturday night. The place was busy, which is expected on a weekend night, but overly crowded. The tables are crammed together. I'm sure to get as many people se",bm25+hybrid,,
Q009,ambience,romantic atmosphere date night,w1v0RTIlhKQl3gpvnr6wQw,Herosame,5.0,"The best local sushi around for the price!  Quick service, free green tea with lunch, great food.   Never had a bad meal!   Up to date atmosphere, great for family meal or date night!",bm25+hybrid+tfidf,,
Q009,ambience,romantic atmosphere date night,b_TkZ0v6EMx7agkNQJZ0yg,The Cove,5.0,"Top notch. The food, staff, and atmosphere were all excellent. great place for a date night.",bm25+hybrid+tfidf,,
Q009,ambience,romantic atmosphere date night,rFycbM8DwAbRcL5ep0kYcA,Tinker Street,5.0,"Cute, romantic ambiance! Very small restaurant and they do not take reservations.  Menu is updated for what's in season. They have a nice ""community bar"" where you can wait and a server will come get a drink order from there which is a nice change from gathering around a crowded bar while waiting. F",bm25+hybrid,,
Q009,ambience,romantic atmosphere date night,lDZ3gbYAhSLOkjeWT3qjJA,Valanni,5.0,"Amazing food, amazing drinks , amazing atmosphere!! Have been there many times, once was for date night, girls night and then night one of my bachelorette. Date night was intimate( they sit you in the back). Girls night we sat at the bar and it was fun. The best was the dinner for my bachelorette. W",bm25+hybrid+tfidf,,
Q009,ambience,romantic atmosphere date night,mKdTy5gSPZ5XdPnWInWyxw,Tsunami Sushi,4.0,Great atmosphere with amazing fresh food. Service was nice but had to wait (understandable because it was busy). Was able to get a table fast on a busy nice. Upstairs offers a great view for date night.,bm25+hybrid,,
Q009,ambience,romantic atmosphere date night,84ridnQPIPQf7w3RzBb3wA,The Stillery,4.0,"Ordered ""The All American Burger"" w/ Macaroni & Chs and ""The Meats"" Pizza - both were absolutely delicious! Hands Down the BEST Macaroni & Chs you'll ever eat! Friendly service, good music and a fun atmosphere for a date night in Nashville!!",bm25+hybrid,,
Q009,ambience,romantic atmosphere date night,lGgRKUe7lMtKz1szrPtxzw,Friday Saturday Sunday,5.0,I started coming here 5 years ago as soon as I moved into the neighborhood . This place is yummy. The mushroom soup & ahi tuna apps are delicious.  I'm a big fan of the petit filet & the salmon. The staff is  so sweet & so hilarious. Very romantic. Perfect for a first date.,bm25,,
Q009,ambience,romantic atmosphere date night,51LJVkUZe0kelwFblP3plw,Not Your Average Joe's,1.0,"My husband and I tried out this restaurant the other night. Nothing was impressive. Atmosphere was average, drinks were yucky and the food was very average at best. Waitress was nice but very slow. I'm hoping for a 'do over' date night since this place was so lousy. Don't go, not worth the money. I ",hybrid,,
Q009,ambience,romantic atmosphere date night,6csNRXzDdtQWoHN4-o7KwQ,Core de Roma,5.0,"I chose this spot for my wife and my ""final"" date night since she's 8 months pregnant. We arrived just after opening and although we didn't have a reservation, the staff were very inviting and made sure to seat us. The food was amazing, our server was kind and pleasant, and the owner came over to ch",tfidf,,
Q009,ambience,romantic atmosphere date night,imvd3pIQXJVXWG0yot_t0g,Filomena Lakeview,5.0,Went here on a date night with my hubby and definitely recommend! Some of the most delicious Italian food I've ever had! Will be back!,tfidf,,
Q009,ambience,romantic atmosphere date night,teXDPCV2Cl2rgwcvcDDGfw,Sandbar,5.0,"Becoming a usual date night for my husband and I. Great customer service, very friendly, get seated pretty quickly and amazing Tacos!!",tfidf,,
Q009,ambience,romantic atmosphere date night,6ZcgkqPL9TN2XKy0K73ayA,Roberts Block Restaurant & Bar,5.0,"Awesome spot.  Whether you're ducking in for a drink when you get off the train or going out for date night, you can't go wrong.  Food is great, service is friendly, prices are fair.  Can't go wrong.",tfidf,,
Q009,ambience,romantic atmosphere date night,-lE0w8knw8tPDz7k2pk2Dw,The Gallery Grille,4.0,"Went for Saturday ""Date Night"" supper that is offered once or twice a month in summer. Place is very comfortable and the help is friendly and attentive. Food was great-  They have a fixed price menu on Date Night. $ 49 per couple for one of 5 entrée choices (beef, fish, pork, chicken or shrimp) with",tfidf,,
Q010,ambience,noisy crowded restaurant,WjOeGYqLdgvVhgXieG2PaQ,Day By Day,3.0,Very crowded on Sunday - waited 2o minutes -- good but not great - over priced - noisy. decent service. Sweet potatoe hash browns good - pancakes ok .,bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,alpf9eSumTTP3XJoj2wVrA,The Hungry H,3.0,"Had breakfast there this morning.  My first visit.  Food was good, but a couple issues.  First, the place is very noisy due to the concrete floors and the metal ceiling.  Can barely hear yourself talk.  It was crowded, but way too noisy.  Also, the ceiling air duct was blowing directly onto our tabl",bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,j3ptE3lllrGfOD2h6M0ZVg,Mondo,5.0,"I popped over for Happy Hour after work. I had an ""Aviator,"" which involved Gin and some kind of violet liquor. It was delicious. I also had these little shrimp and pork things which were delicious. It wasn't noisy or crowded and the bartender was very nice.",bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,ouOD-FUzcjuW0rKO_qvGcQ,Frenchy's Rockaway Grill,3.0,"The appeal of this place is that it is right on the beach, convenient for getting a margarita or a bite while in your swimsuit. Place is pretty noisy and crowded. Food is the standard Frenchy offerings, which are pretty good, but the overall experience is better at the Original Frenchy's",bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,iao0ALOdth-br2oNef2iMw,Calloways Restaurant & Bar,4.0,"Great food and service, a little too many kids though. It's a great local bar/restaurant but not for families with noisy little ones.",bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,4cn6Xo1E07AThbiv6IidWQ,NECTAR,2.0,"I'm sure our server was friendly, but I couldn't hear him enough to be sure. It's a very noisy place to eat. I took my girlfriend here on a Saturday night. The place was busy, which is expected on a weekend night, but overly crowded. The tables are crammed together. I'm sure to get as many people se",bm25+hybrid,,
Q010,ambience,noisy crowded restaurant,pry84QOs2kHixs-qWzWxCg,Be Well Bakery & Cafe,4.0,"I LOVE Be Well. They are what you think of when you think of a quaint coffee shop. They have tons of seating and couches for coffee drinkers or college students studying. 

Paninis are amazing, as well as their gluten free treats. I've yet to try their smoothies, but hear good things.

It can get a ",bm25+hybrid+tfidf,,
Q010,ambience,noisy crowded restaurant,-T54XWcw-Sg9Ak9-3tbVRg,Malio's Prime Steakhouse,4.0,"Came here for team dinner, and was pleasantly surprised. I had the beef tartare, it was pretty good with truffle oil and the greens. Then the crab cake was tasty too. Really lumps of crabs in there, def one of the better ones I've had. The restaurant is kinda noisy though, and the restrooms are outs",bm25+hybrid,,
Q010,ambience,noisy crowded restaurant,iSUgrdwq-AknhOv35lloUg,Del Frisco's Double Eagle Steakhouse,3.0,"Went before going to see philly pops. Had shrimp cocktail which is shrimp cocktail nothing diffrent. Friend had the wedge that was very good. Had the bone porter house medium. Came out little rare. It.was still tasty, friend had Brazilian lobster, 108 bucks lol. It was a 20 Oz nice size but to me lo",bm25+hybrid,,
Q010,ambience,noisy crowded restaurant,-WX5ecK8QYrPblkB9YlIiQ,Mama's House,5.0,"Everything about this restaurant was amazing: the servers were friendly, the LA galbi was to DIE for, and the atmosphere was nice: not super quiet but not loud and noisy either. The only possible drawback I would have would be the price point, its a little pricey for some, however, I would definitel",bm25+hybrid,,
Q010,ambience,noisy crowded restaurant,LVvtyK12oF35SOo5kE1TyQ,The Lark,1.0,"We don't get it.  The place is noisy and crowded.  The service is rushed and uncoordinated.  For example, our second course arrived before we finished our first course.  And, each platter of food was served with so many vegetables, you could barely find what you thought you had ordered.  We could ha",tfidf,,
Q010,ambience,noisy crowded restaurant,tNw1yQiQpevhFP_ylozYTA,Cafe Ole,5.0,Besides being noisy the service is perfect and the food is awesome!!!!!!!! I would highly recommend this place if you are in a mood for genuine Hispanic food.,tfidf,,
Q010,ambience,noisy crowded restaurant,H68DOk6b3Ufdgz4JSED8Ag,The Depot Craft Brewery Distillery,4.0,"Beautiful building, great restoration.  Craft cocktails.  Food good, but will wait to try again before chiming in.  Very, very noisy if small rooms are full.",tfidf,,
Q010,ambience,noisy crowded restaurant,AkCL2DoiIlVtQlbD-ehYNA,The Grille,5.0,Locals place. Have been there multiple times. Always excellent food. Can be a little bit noisy though.,tfidf,,
Q011,ambience,cozy interior great decor,muNAqzGK_e_m-d3RaQha1Q,Casa Tina,5.0,"Cozy & eclectic interior. Great food! We had the queso fundido, the veggie burrito, and carnitas. It was too much to finish. We took home leftovers. The place was packed on a Tuesday night. Our server was great and the margaritas were strong.",bm25+hybrid+tfidf,,
Q011,ambience,cozy interior great decor,VjfJbHYb0S1-l2IscOlK4g,Gunners Run,4.0,"Great drink selection, fair prices, cool outdoor seating area. I would definitely stop back. The decor and atmosphere are cozy and the staff are friendly.",bm25+hybrid,,
Q011,ambience,cozy interior great decor,gZQ1gbAirS7UZGoJgAMgCw,Asihi Asian Cuisine Hibachi & Buffet,4.0,We like Asihi for lunch buffet.  The interior is pleasant and cozy and the staff is friendly.  The price is great for lunch but it gets too high for dinner in my opinion!  Like the fact that they have a basic sushi selection and several interesting entrees on the buffet.  It's an affordable place fo,bm25+hybrid+tfidf,,
Q011,ambience,cozy interior great decor,QcNfVoOkPTUWiIbA0qpwbA,Lanna Thai and Sushi Restaurant,2.0,"2 stars for the decor. 0 stars for everything else.

What a disappointment. This place gets great reviews so we decided to try it. Well, I guess our terrible service started from the minute i ordered a water. I won't go into great detail and make this a 6 page review so I'll just bullet point the ex",bm25+hybrid,,
Q011,ambience,cozy interior great decor,A2Iuh1v8dPaHgNrMJ3rCkQ,Kiku Japanese Fusion,5.0,"This restaurant had just opened the week before and we decided to give it a try. The interior decor was very attractive and most of the seating was in booths. We both had hibachi style meals and were impressed with the taste and quantity. From soup to salad to entrees, everything was great. We are p",bm25+hybrid,,
Q011,ambience,cozy interior great decor,mC-6W6uqizXUmeXwT4EHTw,Tee-Off Restaurant and Lounge,4.0,"We stopped by for drinks and dessert, and we couldn't have been more impressed! We ordered slices of strawberry cheesecake, and we ordered two very stiff drinks from the bar. 

The atmosphere is very dimmed and relaxed. Service is great, and it is very clean. The tv always had a game of golf going, ",bm25+hybrid,,
Q011,ambience,cozy interior great decor,ceInw1dD7Pi3er_7gHTJbw,The District Tap,4.0,"My experience at The District Tap was pretty enjoyable. The food was delicious and they have a nice selection of beer. I really liked the atmosphere (fairly quiet, comfy booths, cozy decor, fire place, big screen TVs, etc). The service was timely and friendly. My only complaint is that it is slightl",bm25+hybrid,,
Q011,ambience,cozy interior great decor,cPsA99aH2tlNCEWmazWiAA,First Watch,5.0,"Today was my first experience coming to this restraunt, I had a great experience.    When you first walk in, it gives you a cozy feeling.   The staff are welcoming you when you first walk in and offering to help you.   

The decor is beautiful and more importantly, the food.  

The food was excellen",bm25+hybrid,,
Q011,ambience,cozy interior great decor,eEH24C5PKhXH3oXK5RuROw,REBAR COFFEE + KTCHN,3.0,"It's always nice to have a cup of coffee in the morning to start your day and we were led to this adorable coffee shop. They had a nice patio and a very cozy and decorative interior.
One of my biggest pet peeves is when something I order is not available. My bf and I both wanted the vanilla coffee a",bm25+hybrid,,
Q011,ambience,cozy interior great decor,Bo8yvUEqkePU4XqHF8uw7g,Pinefish,4.0,"Having just moved to this neighborhood I was excited to try this adorable, ADORABLE little spot. It didn't hurt that they have some killer happy hour specials. Buck-a-shuck? Yes, please!

I was charmed by the exterior but even more so by the interior. The lounge area contains lots of cozy seating wi",bm25+hybrid,,
Q011,ambience,cozy interior great decor,j0V-vTRncC_Nv2AtZEBCGg,Manee Thai Restaurant,4.0,"Came here with a friend on Sunday for lunch. The atmosphere was very nice, cute interior! Great service, large portions. The food was delicious, spiced just right. Very enjoyable experience.",tfidf,,
Q011,ambience,cozy interior great decor,OL_cpEMtjQ77kEgo_RQ8ZA,Frontier Steakhouse,4.0,"The steak is always the best. Very flavorful and juicy. Slightly pricey, but the flavor is great. Decor is very outdated country. Service was good, arrived around 8pm and seated promptly.",tfidf,,
Q011,ambience,cozy interior great decor,G1C8eEw-aLltWUtV8k-NbA,Joe's Steaks + Soda Shop,3.0,"Let's put it this way they had a vegan option . It was decent , but when i think cheese steak,  i think greasy goodness , which this lacked. It is a hipster version of cheese steak. Serivce great, decor retro .... amazing pickles!!!!",tfidf,,
Q011,ambience,cozy interior great decor,_e0BCTkQyWzkdrcdWR-q2g,GW Fins,5.0,Wife and I had such a great experience here we came back twice.  Truly excellent fish and seafood.  Beautiful interior and great service.  About the service...  We had such good service the first time we came that we asked for the same server the next night.  He took absolutely AMAZING care of us an,tfidf,,
Q011,ambience,cozy interior great decor,DONEsZ-kpeytM-Gimvmt8w,Verdad Restaurant & Tequila Bar,3.0,"The positives are that this is a very cool space with great decor and a nice bar. I can't give it a higher rating because while the food is well prepared and tasty, the Tapas size servings and high drink prices are tough to take. I'm not a fan of having to grab a snack from the frig after eating out",tfidf,,
Q011,ambience,cozy interior great decor,A7_ySYSHSYX-twZCQw72Tw,CellarDoor,4.0,Great place with great drinks! Came here for cocktails after dinner with a group of six. You enter thru an alley into a Super cool space with great decor and speakeasy vibe. I really loved the old movies that were being projected on the exposed brick walls. They also have a nice outdoor seating area,tfidf,,
Q011,ambience,cozy interior great decor,KjZGO6XBQDdT88uTX42ORw,Urban Grub,5.0,"Urban Grub, you get all the stars. Great service, great decor, wonderful service...and the food WAS AMAZING!!!! My husband said this was the best pork chop he ever had! And he said it was one of his top 5 meals ever. That's a huge compliment! We've had a lot of great meals! I had the coal-roasted be",tfidf,,
Q011,ambience,cozy interior great decor,j0LaNytbfjLUrUBdpk7MQg,Toni Rigatonis,5.0,"I always love going to a nice place to eat where the owners love for food and his entrepreneurship shows. Food was amazing and so was the service. Nothing fancy but quiet, family friendly, great decor and fast service in a non fast food setting. I did the spicy spaghetti with shrimp and it was great",tfidf,,
Q012,ambience,outdoor patio nice view,xyo37qGy51TzII4P-fzP5g,Cru Cellars - Westshore Marina,5.0,"Great menu, good location and delicious! Outdoor patio is nice too! We frequent the MacDill location and the new menu here was a pleasant surprise.",bm25+hybrid+tfidf,,
Q012,ambience,outdoor patio nice view,DtIOPL3XTwCNuZKDPBEmJQ,The Views Restaurant,5.0,"Wanted a restaurant with a view in Oro Valley for dinner. So I used Yelp. Found this best kept secret! Fantastic views from outdoor patio and indoors, tremendous staff eager to please, reasonably priced meals that are good with little seasoning. I ordered the Chicken Picante. The chicken was so tend",bm25+hybrid,,
